5.500000000000000000e+00,2.745525999190472248e+02,2.999774664628515097e+02
5.600000000000000533e+00,2.745543524413252499e+02,2.999793765978047304e+02
5.700000000000000178e+00,2.745559575362131000e+02,2.999811275337094685e+02
5.800000000000000711e+00,2.745574126340609382e+02,2.999827270745641954e+02
5.900000000000000355e+00,2.745587582289951456e+02,2.999841911322783972e+02
6.000000000000000000e+00,2.745599893352402319e+02,2.999855309327651867e+02
6.100000000000000533e+00,2.745611169291956344e+02,2.999867570608054166e+02
6.200000000000000178e+00,2.745621495971413424e+02,2.999878791709551251e+02
6.300000000000000711e+00,2.745630953402792329e+02,2.999889060992250052e+02
6.400000000000000355e+00,2.745639614728350466e+02,2.999898459297711497e+02
6.500000000000000000e+00,2.745647546941766564e+02,2.999907060591960999e+02
6.600000000000000533e+00,2.745654811394625199e+02,2.999914932550827302e+02
6.700000000000000178e+00,2.745661464273315460e+02,2.999922137096025949e+02
6.800000000000000711e+00,2.745667557032372201e+02,2.999928730884440142e+02
6.900000000000000355e+00,2.745673136796602307e+02,2.999934765756765955e+02
7.000000000000000000e+00,2.745678246724045266e+02,2.999940289147403973e+02
7.100000000000000533e+00,2.745682926340691665e+02,2.999945344459550256e+02
7.200000000000000178e+00,2.745687211846268383e+02,2.999949971408175884e+02
7.300000000000000711e+00,2.745691136394941054e+02,2.999954206333960656e+02
7.400000000000000355e+00,2.745694730351423232e+02,2.999958082490521747e+02
7.500000000000000000e+00,2.745698021525214472e+02,2.999961630306354436e+02
7.600000000000000533e+00,2.745701035389190565e+02,2.999964877626308066e+02
7.700000000000000178e+00,2.745703795270621868e+02,2.999967849930211514e+02
7.800000000000000711e+00,2.745706322537189408e+02,2.999970570534791818e+02
7.900000000000000355e+00,2.745708636758076864e+02,2.999973060776949865e+02
8.000000000000000000e+00,2.745710755858495986e+02,2.999975340153283696e+02
8.099999999999999645e+00,3.500000000000000000e+02,3.138959077992394100e+02
8.200000000000001066e+00,3.058286123193697108e+02,3.166900167286400460e+02
8.300000000000000711e+00,2.946004952089850235e+02,3.168568982602032520e+02
8.400000000000000355e+00,2.954187355998419662e+02,3.171468271729492585e+02
8.500000000000000000e+00,2.955222745147252681e+02,3.174035349673330870e+02
8.599999999999999645e+00,2.956494441580953207e+02,3.176377033678159592e+02
8.700000000000001066e+00,2.957623170112792650e+02,3.178508833000113327e+02
8.800000000000000711e+00,2.958643412832486206e+02,3.180449333791771096e+02
8.900000000000000355e+00,2.959566049878519607e+02,3.182215358377977168e+02
9.000000000000000000e+00,2.960401602128060858e+02,3.183822331638144192e+02
9.099999999999999645e+00,2.961159245882178084e+02,3.185284373117527252e+02
9.200000000000001066e+00,2.961847047383694189e+02,3.186614396984415407e+02
9.300000000000000711e+00,2.962472110581429092e+02,3.187824205599305287e+02
9.400000000000000355e+00,2.963040707092261528e+02,3.188924577458056433e+02
9.500000000000000000e+00,2.963558387686509832e+02,3.189925349818408336e+02
9.600000000000001421e+00,2.964030076555578148e+02,3.190835496398099167e+02
9.700000000000001066e+00,2.964460149060475374e+02,3.191663196305790962e+02
9.800000000000000711e+00,2.964852515117762550e+02,3.192415902189318331e+02
9.900000000000000355e+00,2.965210671751593736e+02,3.193100402091489514e+02
1.000000000000000000e+01,2.965537753432882369e+02,3.193722876418709120e+02
1.010000000000000142e+01,2.965836576187409719e+02,3.194288950511807457e+02
1.020000000000000107e+01,2.966109675436248381e+02,3.194803743057677252e+02
1.030000000000000071e+01,2.966359338569209854e+02,3.195271910595223517e+02
1.040000000000000036e+01,2.966587633055054312e+02,3.195697688367785645e+02
1.050000000000000000e+01,2.966796430770963298e+02,3.196084927770115769e+02
1.060000000000000142e+01,2.966987429127196947e+02,3.196437130631282457e+02
1.070000000000000107e+01,2.967162169471826019e+02,3.196757480566423624e+02
1.080000000000000071e+01,2.967322053181727597e+02,3.197048871619663828e+02
1.090000000000000036e+01,2.967468355782600611e+02,3.197313934409747844e+02
1.100000000000000000e+01,2.967602239383537608e+02,3.197555059977682959e+02
1.110000000000000142e+01,2.967724763667557681e+02,3.197774421523945989e+02
1.120000000000000107e+01,2.967836895638887995e+02,3.197973994210221349e+02
1.130000000000000071e+01,2.967939518297452537e+02,3.198155573188807352e+02
1.140000000000000036e+01,2.968033438383213820e+02,3.198320790011147778e+02
1.150000000000000000e+01,2.968119393310358873e+02,3.198471127533246658e+02
1.160000000000000142e+01,2.968198057507405565e+02,3.198607933336464839e+02
1.170000000000000107e+01,2.968270048828267704e+02,3.198732432471790048e+02
1.180000000000000071e+01,2.968335931645037817e+02,3.198845738498542346e+02
1.190000000000000036e+01,2.968396222236015660e+02,3.198948863622723593e+02
1.200000000000000000e+01,2.968451393206190687e+02,3.199042727966323127e+02
1.210000000000000142e+01,2.968501877234892845e+02,3.199128167986370954e+02
1.220000000000000107e+01,2.968548070493637852e+02,3.199205944123266931e+02
1.230000000000000071e+01,2.968590335756539389e+02,3.199276747748243110e+02
1.240000000000000036e+01,2.968629005235013665e+02,3.199341207473912050e+02
1.250000000000000000e+01,2.968664383163447269e+02,3.199399894885933691e+02
1.260000000000000142e+01,2.968696748160468815e+02,3.199453329749013619e+02
1.270000000000000107e+01,2.968726355385858255e+02,3.199501984735185829e+02
1.280000000000000071e+01,2.968753438513149376e+02,3.199546320036197926e+02
1.290000000000000036e+01,2.968778056222216719e+02,3.199586666873311174e+02
1.300000000000000000e+01,2.968800695262541467e+02,3.199623411125410826e+02
1.310000000000000142e+01,2.968821394957525968e+02,3.199656875103564744e+02
1.320000000000000107e+01,2.968840325219982788e+02,3.199687353188996894e+02
1.330000000000000071e+01,2.968857636118751202e+02,3.199715113141247684e+02
1.340000000000000036e+01,2.968873465295322376e+02,3.199740398568310979e+02
1.350000000000000000e+01,2.968887938766649768e+02,3.199763431117700634e+02
1.360000000000000142e+01,2.968901171908962624e+02,3.199784412469373933e+02
1.370000000000000107e+01,2.968913270349087838e+02,3.199803526146450849e+02
1.380000000000000071e+01,2.968924330781767935e+02,3.199820939160466651e+02
1.390000000000000036e+01,2.968934441719347888e+02,3.199836803506588581e+02
1.400000000000000000e+01,2.968943684178414628e+02,3.199851257522318519e+02
1.410000000000000142e+01,2.968952132309966032e+02,3.199864427122548136e+02
1.420000000000000107e+01,2.968959853976197110e+02,3.199876426921952088e+02
1.430000000000000071e+01,2.968966911280130034e+02,3.199887361255404130e+02
1.440000000000000036e+01,2.968973361050302628e+02,3.199897325105481514e+02
1.450000000000000000e+01,2.968979255285620411e+02,3.199906404945851932e+02
1.460000000000000142e+01,2.968984641562287834e+02,3.199914679507946857e+02
1.470000000000000107e+01,2.968989563407408809e+02,3.199922220478074451e+02
1.480000000000000071e+01,2.968994060641389865e+02,3.199929093131537456e+02
1.490000000000000036e+01,2.968998169690677855e+02,3.199935356908978861e+02
1.500000000000000000e+01,2.969001923875914031e+02,3.199941065940942622e+02
1.510000000000000142e+01,2.500000000000000000e+02,3.110391319609270226e+02
1.520000000000000107e+01,2.500000000000000000e+02,3.039194916150368044e+02
1.530000000000000071e+01,2.500000000000000000e+02,2.984651488898157936e+02
1.540000000000000036e+01,2.500000000000000000e+02,2.943562865996680102e+02
1.550000000000000000e+01,2.500000000000000000e+02,2.912867520584487124e+02
1.560000000000000142e+01,2.500000000000000000e+02,2.890040039537790335e+02
1.570000000000000107e+01,2.507447337337554245e+02,2.874454723433523782e+02
1.580000000000000071e+01,2.541773939597447907e+02,2.869115278313797717e+02
1.590000000000000036e+01,2.531491215796354481e+02,2.863307055227730302e+02
1.600000000000000000e+01,2.526308939595729441e+02,2.858074919634382809e+02
1.610000000000000142e+01,2.521111445029827678e+02,2.853267700886568150e+02
1.619999999999999929e+01,2.516381945149019828e+02,2.848860404527737273e+02
1.630000000000000071e+01,2.512033693167486206e+02,2.844818551050641418e+02
1.640000000000000213e+01,2.508041166476327817e+02,2.841111775712292342e+02
1.650000000000000000e+01,2.504375192192192117e+02,2.837712156252977138e+02
1.660000000000000142e+01,2.501009433957538022e+02,2.834594135152966601e+02
1.669999999999999929e+01,2.500000000000000000e+02,2.832109782797706430e+02
1.680000000000000071e+01,2.510646368087473945e+02,2.832197183479023579e+02
1.690000000000000213e+01,2.500000000000000000e+02,2.830341193738374841e+02
1.700000000000000000e+01,2.503475537091361502e+02,2.829598511241638334e+02
1.710000000000000142e+01,2.500000000000000000e+02,2.828423503206096825e+02
1.719999999999999929e+01,2.500000000000000000e+02,2.827556444110363145e+02
1.730000000000000071e+01,2.502404273265026688e+02,2.827350572714875625e+02
1.740000000000000213e+01,2.500000000000000000e+02,2.826765210857827242e+02
1.750000000000000000e+01,2.500000000000000000e+02,2.826333427096994342e+02
1.760000000000000142e+01,2.500000000000000000e+02,2.826014992611734442e+02
1.769999999999999929e+01,2.500000000000000000e+02,2.825780215359697536e+02
1.780000000000000071e+01,2.500000000000000000e+02,2.825607168828810245e+02
1.790000000000000213e+01,2.500000000000000000e+02,2.825479670940823667e+02
1.800000000000000000e+01,2.500000000000000000e+02,2.825385779287939272e+02
1.810000000000000142e+01,2.500000000000000000e+02,2.825316680218425631e+02
1.819999999999999929e+01,2.500000000000000000e+02,2.825265874222507136e+02
1.830000000000000071e+01,2.500209073706206198e+02,2.825266301970954714e+02
1.840000000000000213e+01,2.500000000000000000e+02,2.825229040913163203e+02
1.850000000000000000e+01,2.500000000000000000e+02,2.825201689483216114e+02
1.860000000000000142e+01,2.500000000000000000e+02,2.825181639173219992e+02
1.869999999999999929e+01,2.500000000000000000e+02,2.825166965466100919e+02
1.880000000000000071e+01,2.500000000000000000e+02,2.825156248760300741e+02
1.890000000000000213e+01,2.500000000000000000e+02,2.825148442145538752e+02
1.900000000000000000e+01,2.500000000000000000e+02,2.825142773776711920e+02
1.910000000000000142e+01,2.500000000000000000e+02,2.825138674796596661e+02
1.920000000000000284e+01,2.500000000000000000e+02,2.825135726124330517e+02
1.930000000000000071e+01,2.500000000000000000e+02,2.825133619174271189e+02
1.940000000000000213e+01,2.500000000000000000e+02,2.825132126860603989e+02
1.950000000000000000e+01,2.500000000000000000e+02,2.825131082196313059e+02
1.960000000000000142e+01,2.500000000000000000e+02,2.825130360788928670e+02
1.970000000000000284e+01,2.500000000000000000e+02,2.825129874881823753e+02
1.980000000000000071e+01,2.500000000000000000e+02,2.825129558377578292e+02
1.990000000000000213e+01,2.500000000000000000e+02,2.825129362899685930e+02
2.000000000000000000e+01,2.500000000000000000e+02,2.825129253117081589e+02
2.010000000000000142e+01,2.500000000000000000e+02,2.825129203294725357e+02
2.020000000000000284e+01,2.500000000000000000e+02,2.825129194749585508e+02
2.030000000000000071e+01,2.500000000000000000e+02,2.825129213975094444e+02
2.040000000000000213e+01,2.500000000000000000e+02,2.825129251259062926e+02
2.050000000000000000e+01,2.500000000000000000e+02,2.825129299665778149e+02
2.060000000000000142e+01,2.500000000000000000e+02,2.825129354286800663e+02
2.070000000000000284e+01,2.500000000000000000e+02,2.825129411689981680e+02
2.080000000000000071e+01,2.500000000000000000e+02,2.825129469514621405e+02
2.090000000000000213e+01,2.500000000000000000e+02,2.825129526174367243e+02
2.100000000000000000e+01,2.500000000000000000e+02,2.825129580639476785e+02
2.110000000000000142e+01,2.500000000000000000e+02,2.825129632277524934e+02
2.120000000000000284e+01,2.500000000000000000e+02,2.825129680737129547e+02
2.130000000000000071e+01,2.500000000000000000e+02,2.825129725863292265e+02
2.140000000000000213e+01,2.500000000000000000e+02,2.825129767635973508e+02
2.150000000000000000e+01,2.500000000000000000e+02,2.825129806125715959e+02
2.160000000000000142e+01,2.500000000000000000e+02,2.825129841461749720e+02
2.170000000000000284e+01,2.500000000000000000e+02,2.825129873809112269e+02
2.180000000000000071e+01,2.500000000000000000e+02,2.825129903352583369e+02
2.190000000000000213e+01,2.500000000000000000e+02,2.825129930285555702e+02
2.200000000000000000e+01,2.500000000000000000e+02,2.825129954802357020e+02
2.210000000000000142e+01,2.500000000000000000e+02,2.825129977093096727e+02
2.220000000000000284e+01,2.500000000000000000e+02,2.825129997340324053e+02
2.230000000000000071e+01,2.500000000000000000e+02,2.825130015716985667e+02
2.240000000000000213e+01,2.500000000000000000e+02,2.825130032385295635e+02
2.250000000000000000e+01,2.500000000000000000e+02,2.825130047496253383e+02
2.260000000000000142e+01,2.500000000000000000e+02,2.825130061189599360e+02
2.270000000000000284e+01,2.500000000000000000e+02,2.825130073594060605e+02
2.280000000000000071e+01,2.500000000000000000e+02,2.825130084827799237e+02
2.290000000000000213e+01,2.500000000000000000e+02,2.825130094998970662e+02
2.300000000000000000e+01,2.500000000000000000e+02,2.825130104206344299e+02
2.310000000000000142e+01,2.500000000000000000e+02,2.825130112539956144e+02
2.320000000000000284e+01,2.500000000000000000e+02,2.825130120081761333e+02
2.330000000000000071e+01,2.500000000000000000e+02,2.825130126906270789e+02
2.340000000000000213e+01,2.500000000000000000e+02,2.825130133081164558e+02
2.350000000000000000e+01,2.500000000000000000e+02,2.825130138667869915e+02
2.360000000000000142e+01,2.500000000000000000e+02,2.825130143722104208e+02
2.370000000000000284e+01,2.500000000000000000e+02,2.825130148294380206e+02
2.380000000000000071e+01,2.500000000000000000e+02,2.825130152430472776e+02
2.390000000000000213e+01,2.500000000000000000e+02,2.825130156171850331e+02
2.400000000000000000e+01,2.500000000000000000e+02,2.825130159556070453e+02
2.410000000000000142e+01,2.500000000000000000e+02,2.825130162617139149e+02
2.420000000000000284e+01,2.500000000000000000e+02,2.825130165385840542e+02
2.430000000000000071e+01,2.500000000000000000e+02,2.825130167890042117e+02
2.440000000000000213e+01,2.500000000000000000e+02,2.825130170154962457e+02
2.450000000000000000e+01,2.500000000000000000e+02,2.825130172203425332e+02
2.460000000000000142e+01,2.500000000000000000e+02,2.825130174056083092e+02
2.470000000000000284e+01,2.500000000000000000e+02,2.825130175731622444e+02
2.480000000000000071e+01,2.500000000000000000e+02,2.825130177246951462e+02
2.490000000000000213e+01,2.500000000000000000e+02,2.825130178617364436e+02
2.500000000000000000e+01,2.500000000000000000e+02,2.825130179856701034e+02
